City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
233,Kautokeino,NO,69.0125,23.0412,-4.7,91,100,2.75,overcast clouds
234,Juegang,CN,32.3174,121.1855,37.99,71,0,8.55,clear sky
235,Constitucion,CL,-35.3333,-72.4167,63.84,83,100,8.12,moderate rain
236,Honningsvag,NO,70.9821,25.9704,21.2,79,75,12.66,light snow
237,Karasjok,NO,69.4719,25.5112,12.2,67,75,13.8,light snow
238,Panzhihua,CN,26.5851,101.7128,43.0,59,0,0.6,clear sky
239,Norre Alslev,DK,54.8978,11.8841,32.0,10,100,10.42,overcast clouds
240,Pimentel,PE,-6.8367,-79.9342,80.6,54,75,19.57,broken clouds
241,Umba,RU,66.6871,34.3429,8.58,95,100,12.03,light snow
242,Chokurdakh,RU,70.6333,147.9167,-23.94,86,100,7.38,overcast clouds
243,Bethel,US,41.3712,-73.414,19.0,49,20,13.8,few clouds
244,Hami,CN,42.8,93.45,20.03,84,0,3.18,clear sky
245,Bow Island,CA,49.8668,-111.3684,12.2,85,98,3.44,overcast clouds
246,Santa Maria Da Boa Vista,BR,-8.8078,-39.8256,88.88,38,100,9.95,overcast clouds
247,Esmeralda,CU,21.8525,-78.1169,75.2,53,40,19.57,scattered clouds
248,Cayenne,GF,4.9333,-52.3333,78.8,100,75,12.26,light rain
249,Princeton,US,25.5384,-80.4089,73.4,53,40,12.66,scattered clouds
250,Bilibino,RU,68.0546,166.4372,-24.92,79,25,5.41,scattered clouds
251,Esna,EG,25.2934,32.554,57.2,51,0,3.44,clear sky
252,Palamuse,EE,58.6843,26.584,28.99,93,90,9.22,light snow
253,Kedrovyy,RU,56.1667,91.8167,12.2,92,90,2.24,snow
254,Iqaluit,CA,63.7506,-68.5145,-13.0,70,1,33.38,snow
255,Gwanda,ZW,-20.9333,29.0,69.44,88,87,7.67,light rain
256,Mulege,MX,26.8833,-111.9833,71.26,38,100,6.91,overcast clouds
257,Ranot,TH,7.7777,100.3213,78.84,79,100,14.09,overcast clouds
258,Saldanha,ZA,-33.0117,17.9442,65.14,88,0,12.48,clear sky
259,Sipoo,FI,60.3775,25.2691,23.0,93,75,14.97,light snow
260,Shegaon,IN,20.7833,76.6833,63.09,30,100,1.81,overcast clouds
261,Turayf,SA,31.6725,38.6637,42.8,93,40,16.11,scattered clouds
262,Tura,IN,25.5198,90.2201,56.62,54,0,2.06,clear sky
263,San Gregorio,PH,14.0297,121.2639,77.0,72,87,7.0,overcast clouds
264,Cody,US,44.5263,-109.0565,46.99,36,1,9.22,clear sky
265,Oyugis,KE,-0.509,34.7358,73.4,78,40,5.75,scattered clouds
266,Spokane,US,47.6166,-117.3677,33.8,86,90,3.44,fog
267,Chota,PE,-6.55,-78.65,60.8,72,75,4.61,moderate rain
268,Brumadinho,BR,-20.1433,-44.1997,86.0,37,20,6.91,few clouds
269,Pauini,BR,-7.7136,-66.9764,78.37,91,100,2.62,overcast clouds
270,Alice Town,BS,25.7167,-79.3,67.3,67,96,14.63,overcast clouds
271,Kontagora,NG,10.3999,5.4695,83.17,14,12,9.84,few clouds
272,Ossora,RU,59.2353,163.0719,-4.54,86,39,7.45,scattered clouds
273,Ilulissat,GL,69.2167,-51.1,1.4,55,20,8.05,few clouds
274,Port Lincoln,AU,-34.7333,135.8667,62.4,71,100,13.22,overcast clouds
275,Boa Esperanca,BR,-21.09,-45.5658,79.74,67,100,4.29,overcast clouds
276,Waipawa,NZ,-41.4122,175.5153,59.0,63,75,23.02,broken clouds
277,Tuktoyaktuk,CA,69.4541,-133.0374,-34.6,67,20,3.44,few clouds
278,Taltal,CL,-25.4,-70.4833,71.74,55,22,5.82,few clouds
279,Vostok,RU,46.4856,135.8833,-17.27,89,100,2.86,overcast clouds
280,Kulhudhuffushi,MV,6.6221,73.07,80.56,69,0,8.1,clear sky
281,Olinda,BR,-8.0089,-34.8553,80.6,69,75,8.05,broken clouds
282,Teya,RU,60.3778,92.6267,-28.05,81,100,5.46,overcast clouds
283,Aurangabad,IN,19.8833,75.3333,65.73,30,83,7.36,broken clouds
284,Norman Wells,CA,65.282,-126.8329,-32.8,75,20,2.3,few clouds
285,Lavrentiya,RU,65.5833,-171.0,-15.68,82,0,14.07,clear sky
286,Doha,QA,25.2867,51.5333,70.0,77,0,3.44,clear sky
287,Thompson,CA,55.7435,-97.8558,5.0,72,90,4.61,overcast clouds
288,Port Macquarie,AU,-31.4333,152.9167,71.6,94,90,3.44,overcast clouds
289,Comodoro Rivadavia,AR,-45.8667,-67.5,62.6,42,40,13.8,scattered clouds
290,Longyearbyen,SJ,78.2186,15.6401,-10.19,84,0,9.46,clear sky
291,Sisimiut,GL,66.9395,-53.6735,9.95,73,0,9.28,clear sky
292,Pathein,MM,16.7833,94.7333,72.59,87,0,6.33,clear sky
293,Kavaratti,IN,10.5669,72.642,80.37,69,0,7.67,clear sky
294,Matagami,CA,49.7502,-77.6328,1.4,78,90,12.66,overcast clouds
295,Pyaozerskiy,RU,65.8333,31.1667,8.62,95,100,10.78,light snow
296,Plouzane,FR,48.3833,-4.6167,50.0,93,90,14.97,moderate rain
297,Balabac,PH,7.9868,117.0645,80.06,80,39,19.35,scattered clouds
298,Charters Towers,AU,-20.1,146.2667,69.94,89,50,3.98,scattered clouds
299,Kavieng,PG,-2.5744,150.7967,82.76,82,94,15.39,overcast clouds
300,Mocuba,MZ,-16.8392,36.9856,74.71,97,100,3.36,light rain
301,Pisco,PE,-13.7,-76.2167,78.8,61,0,11.5,clear sky
302,Izazi,TZ,-7.2,35.7333,70.18,88,100,2.04,moderate rain
303,Eureka,US,40.8021,-124.1637,53.01,81,1,6.91,clear sky
304,Kuryk,KZ,43.2,51.65,37.06,80,16,6.42,few clouds
305,Iranshahr,IR,27.2025,60.6848,57.2,11,0,9.22,clear sky
306,Skibbereen,IE,51.55,-9.2667,44.6,100,75,12.66,moderate rain
307,Portland,US,45.5234,-122.6762,45.0,87,90,3.44,overcast clouds
308,Oktyabrskiy,RU,54.4815,53.471,25.39,97,100,8.52,light snow
